category_id	category_title	category_description	lesson_id	lesson_title	lesson_description	question_id	question_type	prompt	option_a	option_b	option_c	option_d	option_e	option_f	option_g	option_h	answer	accepted_answers	explanation						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec1-4	英コミュ1.4 / P.16-17 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec1-4-q14	multiple-choice	potential の意味として最も近いものを選びなさい。	可能性	許可	巡礼者	放送	制限区域	生活様式	おみやげ	統計	可能性	可能性	potential は 可能性、潜在力 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec1-4	英コミュ1.4 / P.16-17 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec1-4-q15	multiple-choice	本文の内容に合うものを選びなさい: Anime Pilgrimages は日本で何を促進する可能性がありますか。	地域の発展	地域の消滅	観光情報の削除	地元の人とファンの対立だけ	すべてのアニメイベントの中止	海外観光客の完全な減少			地域の発展	地域の発展	Anime Pilgrimages は日本の regional development を促進する可能性があると説明されています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec1-4	英コミュ1.4 / P.16-17 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec1-4-q16	fill-in-the-blank	空所に最も合う語を入れなさい: Fans came back _____ and again. 何度も									again	again	again and again は 何度も という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec1-4	英コミュ1.4 / P.16-17 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec1-4-q17	fill-in-the-blank	空所に最も合う語を入れなさい: Anime Pilgrimages can attract _____ from abroad. 観光客									tourists	tourists;tourist	tourists は 観光客 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec1-4	英コミュ1.4 / P.16-17 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec1-4-q18	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: Information about Anime Pilgrimages is now provided only in Japanese.									FALSE		情報は多くの異なる言語で提供されています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q01	multiple-choice	本文の中心内容として最も合うものを選びなさい。	岩谷さんが、風船・カメラ・パラシュートなどを使って地球の写真を撮る実験について説明している。	岩谷さんが、宇宙船を作って月まで行った話を説明している。	岩谷さんが、ホームセンターで働くようになった理由を説明している。	岩谷さんが、普通のスマホで地球の写真を撮る方法を説明している。	岩谷さんが、太陽の温度を測る実験について説明している。	岩谷さんが、映画 Back to the Future の内容を説明している。			岩谷さんが、風船・カメラ・パラシュートなどを使って地球の写真を撮る実験について説明している。	岩谷さんが、風船・カメラ・パラシュートなどを使って地球の写真を撮る実験について説明している。	Part 1 は、岩谷さんの風船を使った撮影実験について説明しています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q02	multiple-choice	本文の内容に合うものを選びなさい: 風船は何を運びますか。	地球に向けられたカメラ	宇宙飛行士	大きな望遠鏡	月の石	映画のチケット	ホームセンターの商品棚	電車の模型	太陽電池だけ	地球に向けられたカメラ	地球に向けられたカメラ	風船は、地球に向けられたカメラを運びます。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q03	multiple-choice	What happens after the balloon explodes?	The camera slowly falls back to the earth with a parachute.	The camera flies to the moon by itself.	The balloon becomes a rocket and goes higher.	The camera takes photos inside a home improvement store.	The parachute burns up immediately.	The experiment ends before any photos are taken.			The camera slowly falls back to the earth with a parachute.	The camera slowly falls back to the earth with a parachute.	風船が破裂した後、カメラはパラシュートでゆっくり地球に戻ります。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q04	multiple-choice	出来事の順番として最も自然なものを選びなさい。	風船が上がる → カメラが地球を撮影する → 風船が破裂する → カメラが地球へ戻る	風船が破裂する → カメラを作る → 地球を撮影する → 風船が上がる	カメラが地球へ戻る → 風船が上がる → 材料を買う → 太陽が暗くなる	地球を撮影する → ホームセンターが飛ぶ → パラシュートが消える → 風船が戻る	カメラが月へ行く → 太陽を撮る → 風船を作る → 地球が破裂する				風船が上がる → カメラが地球を撮影する → 風船が破裂する → カメラが地球へ戻る	風船が上がる → カメラが地球を撮影する → 風船が破裂する → カメラが地球へ戻る	風船が上がり、撮影後に破裂し、カメラが戻る流れです。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q05	multiple-choice	pitch-_____ darkness の意味として最も近いものを選びなさい。	真っ暗な暗闇	少し明るい夕方	まぶしい光	透明な空気	青空のような明るさ	写真に写った背景	高く上がった場所	やわらかい着地	真っ暗な暗闇	真っ暗な暗闇	pitch-black darkness は 真っ暗な暗闇 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q06	multiple-choice	burst の意味として最も近いものを選びなさい。	破裂する	ゆっくり落ちる	写真を保存する	やわらかくする	手作りする	材料を集める	高く飛ぶ	興味を引く	破裂する	破裂する	burst は 破裂する という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q07	multiple-choice	burst shot の意味として最も近いものを選びなさい。	連続写真	真っ暗な写真	手作りの写真	失敗した写真	高度の写真	破れた写真	背景だけの写真	店で買った写真	連続写真	連続写真	burst shot は、短い時間に連続して撮る写真です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q08	multiple-choice	ホームセンター の英語として最も自然なものを選びなさい。	home improvement store	home material store	home center	material store	home building center	house goods market	building materials shop	DIY goods place	home improvement store	home improvement store	home improvement store は、英語で ホームセンター に最も近い自然な表現です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q09	multiple-choice	rarity の意味として最も近いものを選びなさい。	珍しさ	高さ	背景	実験	材料	破裂	暗さ	改良	珍しさ	珍しさ	rarity は 珍しさ、まれであること という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q10	multiple-choice	materials の意味として最も近いものを選びなさい。	材料	方法	高度	誘惑	背景	写真撮影	実験	改良	材料	材料	materials は 材料 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q11	multiple-choice	cushioning の役割として最も合うものを選びなさい。	カメラが着地するときの衝撃をやわらげる。	カメラを太陽に向ける。	風船を破裂させる。	写真を連続で撮る。	カメラを真っ暗にする。	パラシュートを消す。	材料を買う店を探す。	地球から遠ざける。	カメラが着地するときの衝撃をやわらげる。	カメラが着地するときの衝撃をやわらげる。	cushioning は 着地の衝撃をやわらげるためのものです。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q12	multiple-choice	obtained の意味として最も近いものを選びなさい。	手に入れた	破裂させた	夢見た	柔らかくした	撮影した	運んだ	失敗した	引きつけた	手に入れた	手に入れた	obtained は 手に入れた、得た という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q13	fill-in-the-blank	空所に最も合う語を入れなさい: Iwaya’s unusual method has _____ wide interest. 広い関心を引きつけた									attracted	attracted	attract は 引きつける、attracted は 引きつけた という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q14	fill-in-the-blank	空所に最も合う語を入れなさい: He _____ the materials at a local home improvement store. 手に入れた									obtained	obtained;obtain;got	obtain は 手に入れる という意味で、obtained はその過去形です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q15	fill-in-the-blank	空所に最も合う語を入れなさい: The camera’s landing was softened by _____. 緩衝材									cushioning	cushioning	cushioning は 衝撃をやわらげるための緩衝材です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q16	fill-in-the-blank	空所に最も合う語を入れなさい: The camera was aimed at the _____. 地球									earth	earth;Earth	earth は 地球 という意味で、Earth と書くこともあります。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q17	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: The parachute and cushioning were handmade by Iwaya.									TRUE		パラシュートと cushioning は岩谷さんによって手作りされました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-1	英コミュ2.1 / P.26-27 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-1-q18	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: Iwaya used many expensive space materials that only NASA could buy.									FALSE		彼が使った材料は地元の home improvement store で手に入れたものです。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q01	multiple-choice	本文の中心内容として最も合うものを選びなさい。	岩谷さんが映画と大学生のブログから影響を受け、自分でも挑戦したいと思うようになったこと。	岩谷さんが Back to the Future の映画を作ったこと。	岩谷さんがアメリカの大学でスペースカメラを発明したこと。	岩谷さんが高価な宇宙技術を使って実験したこと。	岩谷さんがタイムマシンを完成させたこと。	岩谷さんが大学で映画研究だけをしていたこと。			岩谷さんが映画と大学生のブログから影響を受け、自分でも挑戦したいと思うようになったこと。	岩谷さんが映画と大学生のブログから影響を受け、自分でも挑戦したいと思うようになったこと。	Part 2 は、映画とブログが岩谷さんの挑戦のきっかけになったことを説明しています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q02	multiple-choice	Back to the Future が公開された年として正しいものを選びなさい。	1977年	1985年	1995年	2001年	2007年	2011年			1985年	1985年	Back to the Future は1985年公開の映画です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q03	multiple-choice	本文の内容に合うものを選びなさい: 岩谷さんにとって Dr. Brown はどのような存在でしたか。	あこがれのような存在	学校の先生	宇宙飛行士	ブログを書いた大学生	カメラを売った店員	風船を作った会社員	日本の映画監督	岩谷さんの父親	あこがれのような存在	あこがれのような存在	Dr. Brown は岩谷さんにとって hero のような存在でした。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q04	multiple-choice	本文の内容に合うものを選びなさい: Dr. Brown のどのような姿勢が岩谷さんを引きつけましたか。	興味のあることに全力で取り組む姿勢	何もしないで成功を待つ姿勢	高い技術だけを使おうとする姿勢	他人の夢をすぐに否定する姿勢	お金を使うことだけを大切にする姿勢	写真を撮ることを避ける姿勢			興味のあることに全力で取り組む姿勢	興味のあることに全力で取り組む姿勢	Dr. Brown は興味のあることを追求し、全力で取り組む人物として描かれています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q05	multiple-choice	give his all の意味として最も近いものを選びなさい。	全力を尽くす	すべてをあきらめる	何もしない	お金を全部払う	だれかに全部あげる	写真を全部消す	全員を集める	すぐに帰る	全力を尽くす	全力を尽くす	give one’s all は 全力を尽くす という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q06	multiple-choice	in pursuit of の意味として最も近いものを選びなさい。	～を追い求めて	～を避けるために	～を忘れたあとで	～を禁止して	～を偶然なくして	～を売るかわりに	～を撮影せずに	～を終わらせる前に	～を追い求めて	～を追い求めて	in pursuit of は ～を追い求めて という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q07	multiple-choice	achieve の意味として最も近いものを選びなさい。	達成する	破裂する	柔らかくする	落下する	手に入れる	驚かせる	改良する	運ぶ	達成する	達成する	achieve は 達成する という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q08	multiple-choice	本文の内容に合うものを選びなさい: 大学生のブログで岩谷さんが見たものは何でしたか。	手作りのスペースカメラで地球を撮影した話	タイムマシンで未来へ行った話	高価なロケットを買った話	映画館で働く方法	地元のホームセンターを作る計画	Dr. Brown へのインタビュー			手作りのスペースカメラで地球を撮影した話	手作りのスペースカメラで地球を撮影した話	岩谷さんは、手作りスペースカメラで地球を撮影したブログを見ました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q09	multiple-choice	What surprised Iwaya about the homemade space camera project?	It did not need much money or advanced technology.	It was made by NASA engineers only.	It used a real time machine.	It needed a large rocket and a pilot.	It was filmed inside a movie studio.	It could only work on the moon.			It did not need much money or advanced technology.	It did not need much money or advanced technology.	多くのお金や advanced technology が必要なかったことに岩谷さんは驚きました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q10	multiple-choice	advanced technology の意味として最も近いものを選びなさい。	高度な技術	地元の材料	手作りの道具	安いおみやげ	普通の映画	古い写真	偶然の出会い	強い興味	高度な技術	高度な技術	advanced technology は 高度な技術 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q11	multiple-choice	locally obtained materials の意味として最も近いものを選びなさい。	地元で手に入れた材料	海外から特別に輸入した機械	宇宙で集めた石	映画館で売っていたチケット	大学から借りた時間割	政府が秘密にしている技術	店で買えない特殊な燃料	写真に写った背景	地元で手に入れた材料	地元で手に入れた材料	locally obtained materials は 地元で手に入れた材料 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q12	multiple-choice	homemade の意味として最も近いものを選びなさい。	手作りの	高価な	真っ暗な	宇宙用の	自動の	大学の	公式の	未来の	手作りの	手作りの	homemade は 手作りの という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q13	multiple-choice	encounter の意味として最も近いものを選びなさい。	出会い	破裂	高度	改良	緩衝材	背景	連続写真	興味	出会い	出会い	encounter は 出会い、遭遇 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q14	multiple-choice	出来事の順番として最も自然なものを選びなさい。	子どものころに映画を見る → 大学生のブログを見る → 自分でもやってみたいと思う	ブログを見る → 映画を見る → Dr. Brown がタイムマシンを発明する	自分で実験する → 子どものころに映画を見る → ブログを探す	タイムマシンを作る → 地球を撮影する → ホームセンターへ行く	大学生が岩谷さんの映画を見る → 岩谷さんがブログを書く → Dr. Brown が風船を作る				子どものころに映画を見る → 大学生のブログを見る → 自分でもやってみたいと思う	子どものころに映画を見る → 大学生のブログを見る → 自分でもやってみたいと思う	映画への憧れがあり、その後ブログを見て自分でも挑戦したいと思いました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q15	fill-in-the-blank	空所に最も合う語を入れなさい: Dr. Brown _____ a time machine in the movie. 発明した									invented	invented	invent は 発明する、invented は 発明した という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q16	fill-in-the-blank	空所に最も合う語を入れなさい: Iwaya was strongly _____ to Dr. Brown’s way of living. 引きつけられた									attracted	attracted	be attracted to は ～に引きつけられる という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q17	fill-in-the-blank	空所に最も合う語を入れなさい: The students used _____ obtained materials. 地元で手に入れた									locally	locally	locally means 地元で、locally obtained materials は 地元で手に入れた材料 です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-2	英コミュ2.2 / P.28-29 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-2-q18	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: The blog showed Iwaya that a homemade space camera could be made without much money or advanced technology.									TRUE		ブログを見て、多くのお金や高度な技術がなくてもできると分かりました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q01	multiple-choice	本文の中心内容として最も合うものを選びなさい。	岩谷さんが何度も実験し、データを集めて改良し、ついに宇宙から地球の写真を撮ったこと。	岩谷さんが映画を見て、タイムマシンを作ったこと。	岩谷さんが風船を使わずにロケットで宇宙へ行ったこと。	岩谷さんが地元の店でカメラを売り始めたこと。	岩谷さんが大きな望遠鏡で月だけを撮影したこと。	岩谷さんが成層圏の天気予報を作ったこと。			岩谷さんが何度も実験し、データを集めて改良し、ついに宇宙から地球の写真を撮ったこと。	岩谷さんが何度も実験し、データを集めて改良し、ついに宇宙から地球の写真を撮ったこと。	Part 3 は、失敗と改良を重ねて宇宙から地球を撮影した流れを説明しています。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q02	multiple-choice	diameter の意味として最も近いものを選びなさい。	直径	半径	高度	背景	重さ	速度	明るさ	材料	直径	直径	diameter は 円や球の端から端までを通る 直径 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q03	multiple-choice	本文の内容に合うものを選びなさい: 岩谷さんが使うのに最もよいと分かった風船の大きさはどれですか。	直径1〜2メートル	直径10〜20センチメートル	直径5〜6メートル	直径30メートル以上	半径1〜2キロメートル	高さ30,000メートル	重さ1〜2キログラム	長さ300メートル	直径1〜2メートル	直径1〜2メートル	風船は直径1〜2メートルくらいがよいと分かりました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q04	multiple-choice	stratosphere の意味として最も近いものを選びなさい。	成層圏	地面	海底	宇宙船	半径	直径	地元の店	緩衝材	成層圏	成層圏	stratosphere は 成層圏 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q05	multiple-choice	本文の内容に合うものを選びなさい: よりよい画像を得るために、カメラは何の影響を少なくする必要がありましたか。	atmosphere	local economy	character goods	home improvement store	Back to the Future	mutual understanding	restricted area	souvenir	atmosphere	atmosphere	大気の影響が少ない高さまで上がると、より鮮明な画像が得られました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q06	multiple-choice	atmosphere の意味として最も近いものを選びなさい。	大気	直径	惑星	失望	喜び	発見	改良	緩衝材	大気	大気	atmosphere は 地球を取りまく空気、大気 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q07	multiple-choice	本文の内容に合うものを選びなさい: 何メートル以上の高さがよいと分かりましたか。	3,000メートル以上	10,000メートル以上	30,000メートル以上	80,000メートル以上	300,000メートル以上	1,000メートル以上			30,000メートル以上	30,000メートル以上	30,000メートル以上がよい高さだと分かりました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q08	multiple-choice	blurry の反対に最も近い語を選びなさい。	sharp	dark	heavy	local	handmade	soft	rare	pure	sharp	sharp	blurry は ぼやけた、sharp は 鮮明な という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q09	multiple-choice	blurry の意味として最も近いものを選びなさい。	ぼやけた、不鮮明な	鮮明な、くっきりした	真っ暗な	手作りの	地元で得た	高度な	破裂した	珍しい	ぼやけた、不鮮明な	ぼやけた、不鮮明な	blurry は ぼやけた、不鮮明な という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q10	multiple-choice	sharp images の意味として最も近いものを選びなさい。	鮮明な画像	ぼやけた画像	真っ暗な画像	壊れた画像	小さすぎる画像	手作りの画像	地元の画像	古い画像	鮮明な画像	鮮明な画像	sharp は 画像について使うと 鮮明な、くっきりした という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q11	multiple-choice	本文の内容に合うものを選びなさい: 岩谷さんは何回目の試みで宇宙から写真を撮ることができましたか。	1回目	3回目	5回目	7回目	11回目	30回目	37回目	100回目	11回目	11回目	11回目の試みで、ついに宇宙から写真を撮ることができました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q12	multiple-choice	pure delight の pure の意味として最も近いものを選びなさい。	まったくの、心からの	汚れた	高価な	速い	地元の	ぼやけた	技術的な	偶然の	まったくの、心からの	まったくの、心からの	pure delight の pure は、混じりけのない強い喜びを表します。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q13	multiple-choice	delight の意味として最も近いものを選びなさい。	喜び	失望	直径	大気	改良	発見	速度	失敗	喜び	喜び	delight は 大きな喜び という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q14	multiple-choice	motivate の意味として最も近いものを選びなさい。	やる気にさせる	ぼやけさせる	破裂させる	地元で手に入れる	直径を測る	写真を隠す	大気を消す	失敗する	やる気にさせる	やる気にさせる	motivate は 人にやる気を起こさせる という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q15	multiple-choice	本文の内容に合うものを選びなさい: balloon after balloon を打ち上げた後、岩谷さんは何をしましたか。	データを集め、改良を重ねた。	すぐに実験を完全にやめた。	タイムマシンを発明した。	地球の写真をすべて捨てた。	風船を宇宙船に変えた。	高価なロケットだけを使うようになった。	映画館で働き始めた。	写真を撮らないことに決めた。	データを集め、改良を重ねた。	データを集め、改良を重ねた。	何度も風船を打ち上げながら、データを集めて改良しました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q16	fill-in-the-blank	空所に最も合う語を入れなさい: He collected _____ and made improvements. データ									data	data	data は データ、集めた情報 という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q17	fill-in-the-blank	空所に最も合う語を入れなさい: The camera had to fall slowly so as not to _____ anything. 傷つける									damage	damage	damage は 傷つける、損害を与える という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q18	fill-in-the-blank	空所に最も合う語を入れなさい: His experience _____ him to continue his efforts. やる気にさせた									motivated	motivated	motivated は やる気にさせた という意味です。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q19	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: The first photos from space were perfectly sharp.									FALSE		最初に撮れた写真はぼやけていました。						
communication	コミュニケーション英語 / Communication English	Practice Communication English lessons and units.	ec2-3	英コミュ2.3 / P.30-31 Review	Practice vocabulary, reading comprehension, and expressions for the exam.	ec2-3-q20	true-false	本文の内容と合っていれば TRUE、違っていれば FALSE を選びなさい: Even though he was disappointed at first, Iwaya later found one good image.									TRUE		最初は失望しましたが、よく見るとよい写真が見つかりました。						
